Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Youtube viewcount,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations,artist popularity,TopSongsArtist,TopSongsArtist10,TopSongsArtist100
Just A Little Love,B.B. KING,10/11/69,121,76,7,29,212903,0.502,0.397,1,-12.58,0,0.0942,0.286,2.62E-06,0.887,0.614,74.65,316187,4,0,0,1,0,0,69,0,0,22
Ten Commandments Of Love,LITTLE ANTHONY AND THE IMPERIALS,10/25/69,125,82,6,19,2715,0.384,0.541,4,-9.851,1,0.0343,0.667,0,0.8,0.427,106.525,185173,3,0,0,0,0,0,21,0,0,9
See Ruby Fall,JOHNNY CASH,11/8/69,100,75,3,24,59127,0.697,0.446,0,-12.5,1,0.0327,0.289,0.00144,0.0998,0.792,121.979,170440,4,0,0,1,0,1,80,0,1,27
St. Louis,THE EASY BEATS,11/1/69,121,100,3,0,66039,0.651,0.116,7,-17.767,1,0.0635,0.988,0.888,0.0866,0.536,96.776,211767,4,0,0,0,0,0,57.77835159,0,0,0
Don't You Ever Get Tired (Of Hurting Me),BETTYE SWANN,11/15/69,102,102,2,26,19787,0.407,0.625,10,-10.108,1,0.0418,0.706,0.00487,0.844,0.843,171.678,175453,4,0,0,0,0,0,48,0,0,4
Love And Let Love,THE HARDY BOYS,10/4/69,124,101,7,63,5890,0.57,0.363,2,-6.606,1,0.0493,0.806,3.38E-06,0.102,0.359,97.444,221362,4,0,0,0,0,0,57.77835159,0,0,0
Forgot To Remember,FRANK SINATRA,11/15/69,115,104,2,1,11026,0.233,0.161,1,-15.84,1,0.0369,0.969,0.000416,0.136,0.168,70.55,196068,3,0,0,1,9,31,82,0,0,19
Some Of Shelly's Blues,THE NITTY GRITTY DIRT BAND,9/11/71,90,64,8,17,152676,0.417,0.398,8,-12.114,1,0.0273,0.531,0,0.108,0.685,74.349,150744,4,0,0,0,0,0,57.77835159,0,1,1
Sunlight,THE YOUNGBLOODS,11/8/69,114,114,2,27,129396,0.633,0.196,0,-19.936,1,0.0434,0.902,0.0313,0.161,0.751,116.375,187573,4,0,0,0,0,0,45,0,0,2
Something Better To Do,OLIVIA NEWTON-JOHN,9/20/75,77,13,11,15,45413,0.675,0.342,0,-10.519,1,0.034,0.689,2.91E-05,0.103,0.432,107.145,195107,4,0,0,0,4,12,70,3,5,14
Diamonds And Rust,JOAN BAEZ,9/20/75,89,35,11,40,4872713,0.517,0.347,5,-12.153,0,0.0286,0.24,0,0.131,0.273,130.188,286107,4,0,0,1,0,8,58,0,1,8
Born To Run,BRUCE SPRINGSTEEN,9/20/75,68,23,11,69,37937838,0.27,0.944,4,-4.199,1,0.0975,0.00501,2.05E-05,0.116,0.606,146.347,269920,4,0,0,0,20,49,57.77835159,0,10,11
Change With The Times,VAN McCOY,10/11/75,86,46,8,11,11043,0.683,0.868,10,-10.218,1,0.0351,0.243,0.0133,0.0875,0.948,112.528,199080,4,0,0,0,1,3,46,1,0,3
Keep On Tryin',POCO,9/20/75,99,50,9,34,1406169,0.698,0.238,11,-15.549,1,0.0455,0.81,0,0.0675,0.761,149.132,172733,4,0,0,0,0,1,50,0,0,10
Welcome To My Nightmare,ALICE COOPER,10/25/75,93,45,6,53,1466204,0.438,0.717,11,-13.226,0,0.05,0.305,0.00122,0.07,0.593,112.408,320640,4,0,0,0,0,2,69,0,2,17
Help Me Make It,B.J. THOMAS,9/20/75,81,64,9,0,30249,0.584,0.306,0,-8.996,1,0.0246,0.694,0,0.122,0.356,79.03,195693,4,0,0,0,0,0,56,1,2,14
Bringing It Back,ELVIS PRESLEY,10/25/75,88,65,5,11,344194,0.687,0.581,7,-11.304,1,0.0336,0.258,0,0.0804,0.517,119.695,178307,4,0,0,1,3,14,82,2,13,48
Louisiana Lou And Three Card Monty John,ALLMAN BROTHERS BAND,11/15/75,78,67,3,13,16187,0.58,0.669,7,-11.219,1,0.0288,0.61,0.635,0.343,0.767,105.32,226572,4,0,0,1,1,8,70,0,0,3
Same Thing It Took,IMPRESSIONS,11/1/75,91,75,4,6,115313,0.624,0.673,0,-7.118,1,0.0944,0.0324,0,0.0734,0.686,137.933,300787,4,0,0,0,0,1,55,0,1,8
The Music Never Stopped,GRATEFUL DEAD,10/25/75,87,81,5,36,478857,0.623,0.549,9,-9.972,1,0.0506,0.584,0.0287,0.965,0.623,102.512,332693,4,0,0,1,0,0,73,0,1,3
Machines,JOHN LaVIGNI,10/11/75,110,83,7,8,32032,0.739,0.61,10,-13.968,1,0.0409,0.645,1.81E-05,0.116,0.865,116.554,194604,4,0,0,0,0,0,57.77835159,0,0,1
Everything's The Same,BILLY SWAN,9/6/75,102,91,13,22,64895,0.59,0.631,0,-10.289,1,0.0357,0.464,0.00103,0.351,0.816,131.754,153640,4,0,0,0,0,0,57.77835159,1,0,2
Rockin' All Over The World,JOHN FOGERTY,9/6/75,71,27,11,27,692391,0.647,0.973,2,-4.507,1,0.0774,0.232,6.97E-05,0.99,0.874,138.723,175880,4,0,0,0,1,8,60,0,1,4
I'll Go To My Grave Loving You,STATLER BROTHERS,11/1/75,99,93,4,29,1182792,0.429,0.432,10,-11.326,1,0.0302,0.837,1.65E-05,0.111,0.777,190.88,168907,4,0,0,0,3,12,52,0,0,1
It's Time For Love,CHI-LITES,11/8/75,99,94,3,19,261832,0.481,0.616,2,-8.3,1,0.0408,0.535,0.000874,0.218,0.4,138.444,307533,4,0,0,0,0,0,51,0,0,8
"When The Band Was Singin' ""Shakin' All Over""",THE GUESS WHO,11/8/75,102,102,4,9,13614,0.718,0.819,9,-11.11,1,0.107,0.285,0,0.127,0.486,122.253,349067,4,0,0,0,0,0,62,0,0,7
It Makes You Happy (But It Ain't Gonna Last Too Long),RARE EARTH,11/8/75,109,106,3,5,1197,0.647,0.688,0,-10.5,1,0.103,0.293,0,0.682,0.931,111.068,248533,4,0,0,0,0,0,49,0,2,5
Do You Wonder,SHAWN PHILLIPS,10/25/75,106,106,1,4,3770,0.582,0.758,0,-13.786,1,0.0614,0.171,0.00052,0.21,0.802,118.838,176600,4,0,0,0,0,0,57.77835159,0,0,1
Using The Power,THE CLIMAX BLUES BAND,11/15/75,110,110,1,0,2129,0.626,0.093,9,-24.39,1,0.944,0.813,0,0.449,0.115,167.348,1637165,5,0,0,0,0,0,42,0,1,0
Where Did Your Heart Go?,WHAM!,10/11/86,75,50,8,43,3973954,0.561,0.611,10,-11.981,0,0.0328,0.2,0.00305,0.11,0.621,96.491,342667,4,0,0,0,0,0,74,1,1,2
When The Rain Comes Down,ANDY TAYLOR,10/25/86,94,73,6,0,457923,0.485,0.97,9,-1.741,1,0.0699,0.0239,0,0.341,0.398,129.858,210760,4,0,0,0,2,2,57.77835159,0,0,2
Like Flames,BERLIN,10/25/86,93,82,5,28,951988,0.594,0.727,4,-7.956,1,0.026,0.267,0.203,0.119,0.415,125.964,291773,4,0,0,0,0,0,64,1,0,6
Jody,JERMAINE STEWART,9/20/86,80,42,9,14,56821,0.695,0.836,11,-12.34,0,0.0445,0.0015,0.04,0.714,0.787,110.611,335880,4,0,0,0,0,0,57.77835159,0,1,2
Everytime You Cry,OUTFIELD,9/20/86,85,66,10,38,6254138,0.331,0.394,11,-14.002,1,0.0295,0.248,0.000282,0.127,0.181,96.433,269227,4,0,0,0,0,0,57.77835159,0,0,4
Love In Siberia,LABAN,11/8/86,94,88,4,41,2434510,0.595,0.852,4,-7.951,0,0.0366,0.0188,1.27E-06,0.331,0.808,114.908,221013,4,0,0,0,0,0,45,0,0,1
I'm For Real,HOWARD HEWETT,11/8/86,90,90,3,39,837438,0.723,0.546,1,-9.75,0,0.0302,0.083,0,0.28,0.591,94.645,285947,4,0,0,0,1,3,43,0,0,1
I Want To Make The World Turn Around,STEVE MILLER BAND,11/15/86,98,97,3,30,127713,0.525,0.646,4,-15.121,0,0.0363,0.451,0.0035,0.0961,0.671,76.202,266600,4,0,0,0,0,0,71,0,0,6
Me And My Crazy World,LOST BOYZ,9/20/97,60,52,10,38,2895957,0.767,0.538,0,-9.127,1,0.0876,0.00247,0,0.061,0.531,92.158,311933,4,0,0,0,0,0,49,0,0,6
Jack-Ass,BECK,9/13/97,75,73,10,41,178050,0.708,0.533,2,-7.115,1,0.03,0.174,0,0.0516,0.832,106.693,240933,4,0,0,0,5,16,77,0,0,4
The Way That You Talk,JAGGED EDGE featuring DA BRAT &amp; JD,9/20/97,90,65,9,22,4049470,0.857,0.563,0,-9.566,0,0.28,0.0739,0,0.0992,0.754,92.025,218933,4,0,0,0,0,1,68,0,0,1
Clap Back,JA RULE,10/25/03,84,44,10,47,10377183,0.686,0.787,1,-5.597,0,0.387,0.0459,7.05E-06,0.0499,0.674,120.943,296467,5,0,0,0,0,4,76,0,0,3
If I Can't,50 CENT,10/4/03,77,76,8,60,7370330,0.877,0.64,11,-2.453,0,0.31,0.253,0,0.0244,0.887,93.961,196640,4,0,0,0,1,14,85,1,3,9
Naggin,YING YANG TWINS,9/27/03,95,87,10,41,8082409,0.708,0.854,1,-5.724,0,0.0322,0.000682,0,0.278,0.914,100.005,263227,4,0,0,0,0,1,68,0,0,5
Ooh!,MARY J. BLIGE,9/6/03,73,29,12,21,76823,0.649,0.786,8,-6.229,0,0.0359,0.00028,8.92E-05,0.0547,0.31,93.072,247680,4,0,0,0,0,0,75,1,1,17
"Pon de River, Pon De Bank",ELEPHANT MAN,9/6/03,98,86,11,41,121226,0.692,0.677,1,-6.225,1,0.371,0.0741,0,0.111,0.848,101.087,239787,4,0,0,0,0,1,58,0,0,3
Got Some Teeth,OBIE TRICE,9/6/03,99,54,11,37,3926837,0.552,0.863,10,-2.853,0,0.264,0.236,1.94E-05,0.371,0.725,106.47,227027,4,0,0,0,0,0,64,0,0,1
Did You Wrong,PLEASURE P,11/8/08,97,90,3,58,57531708,0.598,0.786,0,-5.037,1,0.0405,0.04,0,0.252,0.367,105.03,259000,4,0,0,0,0,3,64,0,0,3
Country Man,LUKE BRYAN,9/20/08,100,74,9,51,10302175,0.739,0.836,4,-4.433,1,0.0307,0.031,0,0.494,0.858,120.001,190227,4,0,0,0,0,0,83,0,0,21
The Day That Never Comes,METALLICA,9/6/08,31,31,3,54,9929151,0.334,0.986,4,-1.046,0,0.0576,0.000114,0.0353,0.0805,0.48,124.668,476267,4,0,0,0,8,17,86,0,1,14
Something In Your Mouth,NICKELBACK,11/15/08,96,96,1,61,10762299,0.663,0.977,0,-3.024,1,0.0575,0.00137,1.77E-05,0.173,0.746,129.975,219253,4,0,0,0,0,5,57.77835159,1,3,11
Cuddy Buddy,MIKE JONES featuring TREY SONGZ &amp; TWISTA,11/1/08,85,76,3,38,4172493,0.657,0.698,9,-5.47,1,0.17,0.288,0,0.14,0.788,140.098,286027,4,0,0,0,0,0,57,0,0,1
Can I Have This Dance,ZAC EFFRON &amp; VANESSA HUDGENS,11/8/08,100,98,2,61,3966316,0.539,0.658,0,-5.109,1,0.0295,0.256,0,0.286,0.476,136.357,243773,3,0,0,0,0,0,57.77835159,0,0,1
Welcome To New York,TAYLOR SWIFT,11/8/14,48,48,2,65,1502233,0.79,0.626,7,-4.733,1,0.031,0.0358,2.23E-06,0.309,0.664,117.015,212600,4,2,0,0,10,29,57.77835159,4,14,35
I Won't Let You Down,OK GO,11/15/14,71,71,1,52,35978059,0.755,0.915,2,-3.505,1,0.105,0.0257,0,0.0351,0.7,113.986,222440,4,2,0,0,1,3,62,0,0,2
Superheroes,THE SCRIPT,10/4/14,88,73,9,72,140492935,0.491,0.885,3,-4.121,1,0.0395,0.00219,0,0.0741,0.641,166.992,245467,4,0,0,0,0,0,84,0,0,5
Handsome And Wealthy,MIGOS,10/11/14,92,79,8,65,44730521,0.858,0.665,2,-2.907,1,0.101,0.00348,0,0.094,0.237,146.031,210557,4,0,0,0,0,0,94,0,0,6
Poco-Loco,GENE &amp; EURNICE,9/28/59,98,48,10,2,4110,0.733,0.306,0,-13.425,1,0.0422,0.885,0.00184,0.0967,0.86,106.333,107227,4,0,0,0,0,0,8,0,0,1
First Love First Tears,DUANE EDDY,9/21/59,103,59,10,8,11148,0.215,0.28,9,-11.964,1,0.0336,0.0226,0.776,0.11,0.391,200.786,129200,3,0,0,0,1,2,47,0,2,14
Fancy Nancy,SKIP &amp; FLIP,11/2/59,96,71,5,1,12849,0.485,0.709,7,-10.439,1,0.0324,0.689,7.00E-06,0.34,0.976,141.821,118973,4,0,0,0,0,0,20,0,0,2
You Went Back On Your Word,CLYDE McPHATTER,11/2/59,81,72,3,2,6865,0.594,0.482,3,-11.334,1,0.0521,0.701,2.25E-05,0.107,0.948,146.437,149067,4,0,0,0,0,0,48,0,1,8
Boo Boo Stick Beat,CHET ATKINS,9/28/59,86,49,8,18,12219,0.606,0.95,6,-10.041,0,0.0474,0.641,0.877,0.107,0.636,109.039,127693,4,0,0,1,14,40,49,0,0,2
Tucumcari,JIMMIE RODGERS,9/21/59,88,32,9,5,90811,0.708,0.3,9,-13.601,0,0.0314,0.664,0,0.0827,0.965,105.069,135267,4,0,0,1,0,2,33,0,0,10
It Happened Today,THE SKYLINERS,9/14/59,114,59,10,20,73344,0.416,0.626,1,-6.243,1,0.0313,0.417,0,0.0875,0.867,81.106,107842,4,0,0,0,0,0,57.77835159,0,0,1
Goodnight My Love (Pleasant Dreams),RAY PETERSON,11/9/59,114,64,7,10,483476,0.412,0.36,10,-12.192,0,0.029,0.725,0.000314,0.422,0.506,107.597,160866,3,0,0,0,0,0,38,0,2,4
This Friendly World,FABIAN,11/16/59,109,12,14,3,6468,0.575,0.328,11,-12,0,0.0289,0.875,7.91E-06,0.161,0.614,103.404,122480,4,0,0,0,0,0,23,0,2,5
Mean Woman Blues,ROY ORBISON,9/7/63,90,5,13,29,210696,0.332,0.803,9,-7.537,1,0.0956,0.64,1.06E-05,0.0679,0.709,164.307,144533,4,0,0,1,5,9,71,2,6,15
Busted,RAY CHARLES,9/7/63,66,4,12,8,319207,0.917,0.466,7,-9.253,1,0.207,0.13,5.19E-06,0.0675,0.634,91.3,379533,4,0,0,1,17,37,57.77835159,2,6,18
Donna The Prima Donna,DION DI MUCI,9/14/63,75,6,11,36,28941,0.358,0.654,6,-7.729,0,0.0373,0.606,1.02E-06,0.46,0.93,137.005,167573,4,0,0,0,0,0,57.77835159,0,2,1
You Lost The Sweetest Boy,MARY WELLS,9/21/63,124,22,10,15,108956,0.421,0.685,3,-7.784,1,0.036,0.519,0,0.139,0.96,76.806,150560,4,0,0,0,0,3,57.77835159,0,3,10
Cross Fire,THE ORLONS,9/28/63,82,19,9,0,11104,0.5,0.735,8,-9.537,0,0.0467,0.427,0.000857,0.359,0.786,173.694,174840,4,0,0,0,0,0,31,0,3,3
Witchcraft,ELVIS PRESLEY,10/19/63,72,32,7,24,203183,0.548,0.774,2,-12.411,1,0.0545,0.516,0.00105,0.315,0.745,100.377,142507,4,0,0,1,3,14,82,2,13,48
Wild,DEE DEE SHARP,9/28/63,108,33,10,11,10819,0.584,0.562,1,-6.978,0,0.0308,0.429,4.76E-06,0.301,0.925,116.166,137533,4,0,0,0,0,0,36,0,3,3
"Don't Think Twice, It's All Right","PETER, PAUL AND MARY",9/14/63,67,9,10,39,925465,0.536,0.129,0,-19.764,0,0.0322,0.909,0.000874,0.109,0.548,105.448,194280,4,0,0,0,0,0,56,1,5,8
The Grass Is Greener,BRENDA LEE,9/28/63,74,17,8,8,3191,0.415,0.125,8,-15.731,1,0.0341,0.891,2.78E-06,0.0908,0.288,100.475,165080,3,0,0,1,0,4,63,2,8,15
New Mexican Rose,THE FOUR SEASONS,10/5/63,94,36,7,8,19807,0.556,0.595,7,-10.515,1,0.0404,0.612,0,0.385,0.753,119.789,169107,4,0,0,0,0,0,68,1,5,8
Point Panic,THE SURFARIS,9/28/63,99,49,8,14,199006,0.242,0.874,4,-14.809,1,0.0467,0.00528,0.893,0.848,0.879,190.94,126573,4,0,0,0,0,0,41,0,1,2
A Fine Fine Boy,DARLENE LOVE,10/19/63,90,53,6,20,392497,0.375,0.776,4,-6.035,0,0.0555,0.173,3.35E-06,0.155,0.467,146.741,165747,4,0,0,0,1,1,59,0,0,4
Night Life,RUSTY DRAPER,9/14/63,119,57,10,3,3165,0.373,0.237,8,-11.555,1,0.0307,0.819,0.000121,0.0702,0.361,67.979,145853,4,0,0,0,0,0,14,0,0,1
Toys In The Attic,"JOE SHERMAN, HIS ORCHESTRA AND CHORUS",10/5/63,95,85,8,0,1437,0.315,0.914,2,-7.793,0,0.051,0.392,0.843,0.61,0.514,203.944,165982,4,0,0,0,0,7,57.77835159,0,0,1
When The Boy's Happy (The Girl's Happy Too),THE FOUR PENNIES,11/2/63,124,95,4,2,8971,0.474,0.823,4,-8.922,1,0.0519,0.628,0.0204,0.2,0.618,76.005,135107,4,0,0,0,0,0,19,0,0,2
31 Flavors,THE SHIRELLES,10/26/63,101,97,6,12,41912,0.662,0.671,0,-3.045,1,0.0294,0.304,0,0.341,0.92,130.922,118333,4,0,0,0,0,0,58,1,1,11
The Scavenger,DICK DALE AND THE DEL-TONES,10/26/63,98,98,6,14,18879,0.424,0.86,0,-8.654,1,0.108,0.577,0,0.699,0.692,133.421,113467,4,0,0,0,0,1,57.77835159,0,0,2
Keep An Eye On Her,THE JAYNETTES,11/16/63,124,120,2,0,2593,0.415,0.692,7,-4.708,0,0.0378,0.749,0.00638,0.249,0.539,133.405,171507,4,0,0,0,0,0,57.77835159,0,0,0
There's More Pretty Girls Than One,GEORGE HAMILTON IV,11/9/63,129,116,4,0,1510,0.631,0.454,1,-12.582,1,0.037,0.609,0.00164,0.0768,0.475,120.975,155427,4,0,0,0,0,1,57.77835159,0,0,2
Sweet Blindness,THE 5TH DIMENSION,9/21/68,107,13,11,26,104942,0.411,0.57,5,-8.731,1,0.0532,0.622,0,0.149,0.826,162.954,202293,4,0,0,0,0,0,53,0,3,11
Keep On Lovin' Me Honey,MARVIN GAYE &amp; TAMMI TERRELL,10/12/68,69,24,7,15,30891,0.375,0.608,10,-9.857,0,0.0407,0.129,0,0.251,0.722,203.172,154366,4,0,0,1,2,12,57.77835159,0,1,4
Court Of Love,THE UNIFICS,9/21/68,100,25,9,1,476515,0.26,0.176,4,-19.156,0,0.0422,0.984,6.98E-05,0.147,0.0604,137.242,68702,4,0,0,0,0,0,57.77835159,0,0,3
All Along The Watchtower,THE JIMI HENDRIX EXPERIENCE,9/14/68,101,20,10,75,76814804,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69E-05,0.0842,0.564,113.253,240800,4,0,0,1,0,0,77,0,0,4
Chained,MARVIN GAYE,9/7/68,108,32,11,21,31606,0.754,0.576,9,-10.402,0,0.0466,0.0863,0.91,0.133,0.883,94.291,174093,4,0,0,1,2,12,78,2,9,17
The Star-Spangled Banner,JOSE FELICIANO,11/2/68,89,50,5,7,282295,0.281,0.472,2,-10.219,0,0.0407,0.967,3.31E-05,0.76,0.489,175.635,115453,4,0,0,0,7,16,66,0,0,6
I Love You Madly,THE FANTASTIC FOUR,9/21/68,99,56,9,13,54218,0.627,0.621,0,-6.059,1,0.0385,0.483,0,0.337,0.881,94.159,185627,4,0,0,0,0,0,57.77835159,0,0,5
Cinderella Sunshine,PAUL REVERE AND THE RAIDERS featuring MARK LINDSEY,10/5/68,111,58,7,14,52654,0.502,0.738,8,-7.327,1,0.0309,0.0307,9.19E-06,0.207,0.666,139.563,120560,4,0,0,0,0,0,48,0,1,9
Porpoise Song,THE MONKEES,10/12/68,89,62,6,35,190534,0.32,0.448,9,-8.786,1,0.0275,0.309,0.35,0.263,0.261,64.426,160320,4,0,0,0,0,0,66,1,3,9
Everybody Got To Believe In Somebody,SAM AND DAVE,11/2/68,81,73,3,24,4868,0.455,0.49,10,-9.886,0,0.0655,0.0607,4.66E-06,0.0777,0.765,83.456,194836,4,0,0,0,1,4,64,0,1,6
Sunday Sun,NEIL DIAMOND,10/5/68,100,68,9,29,38080,0.525,0.583,2,-8.712,1,0.0287,0.0669,0,0.128,0.742,124.054,167387,4,0,0,0,1,13,71,2,8,28
Let's Make A Promise,PEACHES AND HERB,11/2/68,112,75,5,4,12795,0.425,0.48,2,-13.094,1,0.0441,0.579,1.30E-06,0.184,0.699,132.859,167333,4,0,0,0,0,1,57.77835159,1,1,5
Sweet Darlin',MARTHA REEVES AND THE VANDELLAS,11/2/68,86,80,5,4,17695,0.698,0.787,1,-4.41,1,0.042,0.293,0.0034,0.12,0.543,111.044,188053,4,0,0,0,0,0,62,0,0,6
Aunt Dora's Love Soul Shack,ARTHUR CONLEY,10/26/68,94,85,4,17,16210,0.802,0.671,7,-6.606,1,0.0378,0.204,0,0.0566,0.908,119.767,168533,4,0,0,0,0,0,49,0,1,5
I've Got Love For My Baby,THE YOUNG HEARTS,11/16/68,95,94,3,20,123245,0.692,0.518,11,-14.919,1,0.0271,0.267,0.000181,0.0766,0.899,106.609,209107,4,0,0,0,0,0,57.77835159,0,0,1
I Worry About You,JOE SIMON,11/16/68,98,98,1,4,7453,0.528,0.211,7,-16.345,0,0.0316,0.766,0.826,0.181,0.578,93.567,169800,3,0,0,0,0,7,57.77835159,0,2,22
Main Street,GARY LEWIS AND THE PLAYBOYS,11/2/68,114,101,5,2,40700,0.557,0.825,2,-7.175,1,0.0381,0.418,8.66E-06,0.0613,0.881,137.527,152467,4,0,0,0,0,0,43,0,5,7
Up-Hard,WILLIE MITCHELL,9/28/68,107,91,8,11,5163,0.481,0.668,10,-6.655,1,0.0344,0.33,0.78,0.218,0.896,126.259,133440,4,0,0,0,0,0,42,0,0,8
Way Over There,THE MIRACLES,9/15/62,95,94,4,14,152477,0.619,0.675,3,-3.731,1,0.0303,0.806,1.01E-06,0.443,0.815,125.782,176293,4,0,0,0,0,0,51,0,1,8
Where Did You Come From,THE BUCKINGHAMS,11/16/68,124,117,3,12,8645,0.478,0.376,2,-13.272,1,0.0337,0.205,0,0.098,0.691,123.368,154000,4,0,0,0,0,0,38,1,2,2
Make A Noise Like Love,GENE AND DEBBIE,11/16/68,127,127,1,0,608,0.557,0.703,9,-9.219,1,0.0322,0.519,1.08E-05,0.0623,0.869,99.891,133000,4,0,0,0,0,0,57.77835159,0,0,2
Doraville,THE ATLANTA RHYTHM SECTION,9/21/74,110,35,10,22,150896,0.438,0.803,2,-6.024,1,0.0363,0.00173,6.34E-05,0.141,0.5,155.008,217130,4,0,0,0,0,0,54,0,2,9
In The Bottle,BROTHER TO BROTHER,10/12/74,93,46,7,1,121683,0.312,0.606,2,-8.975,1,0.0384,0.00207,0.0052,0.0823,0.254,137.108,299773,3,0,0,0,0,0,8,0,0,1
Distant Lover,MARVIN GAYE,9/28/74,85,28,9,42,3511087,0.468,0.355,4,-13.084,1,0.0276,0.379,0.000301,0.0545,0.572,141.976,255987,3,0,0,1,2,12,78,2,9,17
Country Side Of Life,WET WILLIE,10/12/74,103,66,6,14,43431,0.709,0.545,9,-8.699,0,0.112,0.227,1.27E-06,0.269,0.741,89.533,208800,4,0,0,0,0,0,57.77835159,0,1,5
Early Morning Love,SAMMY JOHNS,10/5/74,101,68,9,10,50925,0.459,0.46,10,-12.133,1,0.026,0.149,2.77E-05,0.0779,0.751,82.295,169067,4,0,0,0,0,0,57.77835159,0,1,1
Give Me A Reason To Be Gone,MAUREEN McGOVERN,10/19/74,96,71,7,4,7988,0.674,0.626,2,-7.465,1,0.0316,0.372,0,0.212,0.928,115.412,165947,4,0,0,0,0,2,32,1,0,5
California My Way,THE COMMITTEE,10/28/67,110,110,1,29,2426,0.634,0.785,7,-7.683,1,0.035,0.485,0.012,0.109,0.933,94.682,277413,4,0,0,0,0,0,57.77835159,0,0,0
Easy Street,EDGAR WINTER GROUP,10/26/74,90,83,4,18,151715,0.416,0.621,5,-11.669,1,0.0464,0.0123,0.000134,0.0611,0.645,134.747,252800,3,0,0,0,0,2,54,0,0,1
I Can't Leave You Alone,GEORGE McCRAE,10/12/74,80,50,6,13,193257,0.738,0.643,0,-10.299,1,0.028,0.194,0.00565,0.136,0.912,111.197,190813,4,0,0,0,0,1,52,1,0,2
Trusting Heart,THE TRAMMPS,11/16/74,101,101,1,15,7764,0.702,0.807,0,-6.944,0,0.0361,0.156,0,0.0847,0.865,107.428,197667,4,0,0,0,0,0,56,0,0,1
I Keep On Lovin' You,Z.Z. HILL,10/26/74,110,104,4,3,3678,0.563,0.699,9,-5.346,0,0.0294,0.472,0,0.0522,0.887,92.343,163067,4,0,0,0,0,0,40,0,0,0
Sally Can't Dance,LOU REED,11/9/74,103,103,2,31,55474,0.548,0.802,9,-5.528,0,0.132,0.492,1.38E-05,0.148,0.878,142.089,248147,4,0,0,0,1,2,70,0,0,1
Pencil Thin Mustache,JIMMY BUFFETT,10/5/74,109,101,3,39,178989,0.726,0.398,6,-14.179,0,0.0371,0.511,0,0.114,0.814,125.016,169867,4,0,0,0,0,2,69,0,1,9
I Need Time,BLOODSTONE,11/9/74,108,108,2,11,3778,0.534,0.641,6,-11.912,0,0.186,0.0832,2.15E-06,0.0951,0.582,96.869,196933,4,0,0,0,0,0,42,0,1,3
Careful Man,JOHN EDWARDS,11/16/74,109,109,1,0,4508,0.56,0.566,0,-9.529,1,0.293,0.128,0,0.576,0.791,147.599,156227,4,0,0,0,0,5,18,0,0,0
Love X Love,GEORGE BENSON,10/19/80,81,61,6,45,3852239,0.797,0.555,1,-12.692,1,0.0385,0.109,0.00019,0.0648,0.881,114.746,284067,4,0,0,0,10,25,65,0,4,8
Let's Be Lovers Again,EDDIE MONEY,10/19/80,82,65,6,10,4737,0.338,0.754,9,-7.318,1,0.0549,0.104,0.000196,0.0531,0.543,199.054,233427,4,0,0,0,0,1,66,0,2,18
Don't Say No,BILLY BURNETTE,11/2/80,85,68,5,29,10861,0.26,0.777,7,-6.745,1,0.0429,0.0748,5.99E-05,0.366,0.566,84.423,202757,4,0,0,0,0,0,57.77835159,0,0,1
Private Idaho,B-52'S,10/19/80,85,74,5,48,899350,0.551,0.882,2,-6.808,1,0.0454,0.00724,1.13E-05,0.322,0.888,166.403,216360,4,0,0,0,0,0,64,0,2,4
Let Me Talk,"EARTH, WIND AND FIRE",9/21/80,75,44,9,24,1474757,0.746,0.817,10,-10.359,1,0.042,0.317,0.000409,0.68,0.939,112.003,248053,4,0,0,1,0,0,78,0,3,15
Heroes,COMMODORES,9/21/80,85,54,9,13,81848,0.54,0.2,4,-12.609,0,0.0355,0.231,8.29E-05,0.0402,0.364,134.044,325307,4,0,0,0,1,9,69,1,4,9
More Bounce To The Ounce,ZAPP,10/5/80,97,86,7,55,16713264,0.856,0.762,5,-10.445,1,0.0814,0.112,0.00549,0.296,0.839,105.258,312507,4,0,0,0,0,0,57.77835159,0,0,1
Bomb Iran,VINCE VANCE AND THE VALIANTS,11/2/80,101,101,3,7,156651,0.595,0.63,5,-12.934,1,0.0942,0.508,0.0103,0.0976,0.97,157.209,154427,4,0,0,0,0,0,30,0,0,0
No Big Deal,LOVE AND ROCKETS,9/23/89,87,82,4,26,120742,0.528,0.567,10,-10.01,0,0.0347,0.000227,0.406,0.0941,0.603,118.975,296120,4,0,0,0,0,0,47,0,1,1
Rumours Of Glory,BRUCE COCKBURN,10/26/80,107,104,4,11,12988,0.663,0.505,2,-10.194,0,0.0585,0.177,0.000846,0.0485,0.898,81.011,223027,4,0,0,0,0,0,49,0,0,2
Beatin' The Odds,MOLLY HATCHET,11/2/80,107,107,1,24,631980,0.413,0.852,2,-10.38,1,0.0438,0.469,0.0356,0.375,0.766,177.938,196560,4,0,0,0,0,0,51,0,0,3
