Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Youtube viewcount,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations,artist popularity,TopSongsArtist,TopSongsArtist10,TopSongsArtist100
Mr. Lucky,HENRY MANCINI,3/7/60,115,21,17,23,98027,0.421,0.241,0,-18.01,1,0.0323,0.0598,0.879,0.144,0.258,121.434,132627,4,0,0,1,20,72,58,0,0,3
Rockin' Red Wing,SAMMY MASTERS,3/28/60,113,64,6,14,18382,0.638,0.598,2,-6.548,1,0.0734,0.375,7.61E-06,0.0922,0.919,97.482,140307,4,0,0,0,0,0,12,0,0,1
Running Bear,JOHNNY PRESTON,10/5/59,107,71,6,38,2331300,0.772,0.297,5,-14.679,0,0.053,0.854,7.59E-06,0.125,0.822,119.987,158200,4,0,0,0,0,1,37,0,0,1
Rockin' Little Angel,RAY SMITH,12/21/59,110,22,18,25,81311,0.646,0.787,0,-5.065,1,0.0796,0.804,1.51E-06,0.135,0.962,79.156,138707,4,0,0,0,0,0,40,0,0,1
Why I'm Walkin',STONEWALL JACKSON,3/21/60,112,83,4,15,45179,0.591,0.37,2,-6.517,1,0.0273,0.426,0,0.105,0.779,136.124,110720,4,0,0,0,0,0,40,0,0,3
Think Me A Kiss,CLYDE McPHATTER,4/4/60,90,66,6,2,9638,0.657,0.336,5,-11.109,1,0.0564,0.837,0,0.243,0.972,168.037,120893,4,0,0,0,0,0,48,0,1,8
Madison,AL BROWN'S TUNETOPPERS,3/28/60,101,23,13,0,9535,0.539,0.735,11,-5.796,0,0.0638,0.226,0,0.427,0.735,92.005,80927,4,0,0,0,0,0,57.77835159,0,0,1
Pledging My Love,JOHNNY TILLOTSON,4/11/60,86,63,6,20,4032,0.336,0.396,5,-8.953,1,0.0274,0.919,0,0.153,0.459,84.794,151933,3,0,0,0,0,1,49,0,3,16
Baby What You Want Me To Do,JIMMY REED,2/15/60,82,37,14,47,619556,0.582,0.302,9,-11.624,1,0.0353,0.947,0.0107,0.0931,0.642,94.288,144427,4,0,0,0,0,1,48,0,0,8
The Ties That Bind,BROOK BENTON,4/11/60,88,37,9,16,126378,0.547,0.171,8,-13.923,1,0.0307,0.909,0.539,0.104,0.488,94.94,145894,3,0,0,0,0,1,48,0,6,20
Outside My Window,STEVIE WONDER,3/1/80,77,52,7,17,21713,0.72,0.556,6,-16.075,1,0.0359,0.779,1.33E-05,0.33,0.696,114.617,329640,4,0,0,1,25,74,57.77835159,6,12,23
Adam & Eve,PAUL ANKA,4/4/60,94,90,2,32,521952,0.338,0.681,9,-8.886,0,0.0459,0.663,0,0.406,0.769,201.75,131293,4,0,0,0,0,0,65,2,7,20
Where Or When,DION AND THE BELMONTS,12/21/59,115,3,17,37,544225,0.454,0.271,8,-11.658,1,0.0283,0.797,0,0.126,0.402,110.89,157800,3,0,0,0,0,0,59,0,2,2
What Do You Want,JERROD NIEMANN,1/15/11,94,52,19,49,16729489,0.555,0.496,4,-10.12,1,0.143,0.657,1.14E-06,0.106,0.543,153.301,214573,4,0,0,0,0,0,63,0,0,5
Paper Roses,MARIE OSMOND,9/15/73,86,5,16,26,2131138,0.367,0.506,8,-10.522,1,0.0378,0.32,1.53E-05,0.336,0.664,114.45,158973,4,0,0,0,0,3,36,0,1,1
Never Let Me Go,LLOYD PRICE,3/7/60,82,82,1,13,4194,0.474,0.378,0,-9.646,1,0.0254,0.608,0,0.16,0.429,79.463,150773,3,0,0,0,0,0,47,0,2,12
House Of Bamboo,EARL GRANT,3/28/60,88,88,3,11,3972,0.676,0.43,1,-12.841,1,0.634,0.828,0,0.0963,0.905,154.123,159667,4,0,0,0,0,1,31,0,0,4
Just A Little Closer Walk With Thee,JIMMIE RODGERS,4/11/60,98,44,9,0,124585,0.382,0.168,4,-22.937,1,0.0433,0.455,0.00017,0.157,0.222,111.017,411800,4,0,0,1,0,2,33,0,0,10
The Madison Time,RAY BRYANT COMBO,4/11/60,99,30,9,15,141344,0.5,0.665,7,-8.732,1,0.0379,0.506,0,0.516,0.647,136.849,185760,4,0,0,0,0,0,24,0,0,1
Harlem Nocturne,THE VISCOUNTS,10/16/65,135,39,15,29,663043,0.357,0.321,11,-14.848,1,0.0397,0.801,0.626,0.113,0.47,165.689,143387,4,0,0,0,0,0,24,0,0,1
You Belong To Me,THE DUPREES,7/28/62,112,7,14,8,1469670,0.328,0.347,10,-7.664,1,0.0289,0.942,1.81E-06,0.126,0.269,110.818,162440,3,0,0,0,0,0,37,0,1,4
The Way Of A Clown,TEDDY RANDAZZO,4/11/60,102,44,10,0,228215,0.446,0.579,0,-6.447,0,0.0308,0.386,5.18E-06,0.357,0.526,114.526,163985,4,0,0,0,0,1,22,0,0,2
Come Dance With Me,JAY AND THE AMERICANS,11/23/63,107,76,9,26,14244,0.65,0.673,4,-11.816,1,0.0446,0.481,1.58E-05,0.11,0.93,150.25,150933,4,0,0,0,0,0,58,0,2,10
A Six Pack To Go,HANK THOMPSON AND THE BRAZOS VALLEY BOYS,3/21/60,113,108,2,30,139293,0.628,0.687,2,-9.04,1,0.0964,0.66,0,0.055,0.743,165.111,131800,4,0,0,0,0,0,57.77835159,0,0,0
Tell Me That You Love Me,FATS DOMINO,4/11/60,108,51,9,20,9379,0.549,0.814,10,-6.063,1,0.0433,0.133,0,0.0657,0.97,147.218,122339,3,0,0,1,0,0,67,0,4,27
Cathy's Clown,EVERLY BROTHERS,4/11/60,109,1,18,50,1550805,0.498,0.582,7,-8.961,1,0.0339,0.412,0,0.372,0.866,119.809,144013,4,0,0,1,0,4,63,1,4,7
For Love,THE POUSETTE-DART BAND,9/8/79,89,83,4,60,10184,0.86,0.705,10,-12.514,0,0.0894,0.107,8.87E-06,0.149,0.854,134.395,262618,4,0,0,0,0,0,57.77835159,0,0,1
No If's - No And's,LLOYD PRICE,4/11/60,111,40,9,22,473,0.519,0.53,8,-5.93,1,0.038,0.793,0,0.152,0.832,121.857,142493,4,0,0,0,0,0,47,0,2,12
"Someone Loves You, Joe",THE SINGING BELLES,5/16/60,97,97,1,0,1656,0.567,0.604,2,-9.665,0,0.0329,0.39,4.50E-06,0.0389,0.677,126.915,143453,4,0,0,0,0,0,57.77835159,0,0,1
Nobody Loves Me Like You,FLAMINGOS,4/11/60,113,30,11,6,37567,0.53,0.686,11,-3.488,1,0.0417,0.796,0,0.327,0.683,141.122,134520,4,0,0,0,0,0,47,0,0,3
My Empty Room,LITTLE ANTHONY AND THE IMPERIALS,4/11/60,114,86,3,0,6892,0.227,0.479,3,-10.437,1,0.0351,0.984,0.188,0.29,0.246,137.119,144045,3,0,0,0,0,0,21,0,0,9
Burning Bridges,MIKE CURB CONGREGATION,11/6/70,92,34,21,37,1428311,0.554,0.598,5,-10.547,1,0.0309,0.358,0,0.0711,0.959,181.898,167053,4,0,0,0,0,0,31,0,0,1
Can't Buy Me Love,BEATLES,3/28/64,27,1,10,55,10319773,0.483,0.677,0,-5.91,1,0.0593,0.283,0,0.321,0.842,170.72,131867,4,0,0,0,7,23,89,11,6,9
Twist & Shout,BEATLES,3/14/64,55,2,11,66,15862447,0.482,0.849,2,-9.198,1,0.0452,0.641,7.74E-06,0.0414,0.937,124.631,155227,4,0,0,0,7,23,89,11,6,9
Suspicion,ELVIS PRESLEY,5/9/64,112,103,2,35,599277,0.726,0.515,2,-13.949,1,0.0352,0.818,0.0405,0.142,0.899,130.84,155613,4,0,0,1,3,14,82,2,13,48
She Loves You,BEATLES,1/25/64,69,1,15,59,30056140,0.377,0.916,4,-3.199,0,0.0481,0.26,0,0.074,0.912,75.533,140920,4,0,0,0,7,23,89,11,6,9
Hello Dolly,LOUIS ARMSTRONG,2/15/64,76,1,22,38,13892433,0.583,0.406,0,-9.893,1,0.0501,0.841,0.000684,0.195,0.62,155.091,147000,4,1,0,1,1,3,74,1,0,3
I Want To Hold Your Hand,GLEE CAST,10/23/10,36,36,1,45,1374866,0.484,0.261,7,-10.951,1,0.0267,0.664,1.09E-05,0.17,0.215,78.015,156347,1,0,0,0,0,1,81,0,1,70
Please Please Me,BEATLES,2/1/64,68,3,13,52,381207,0.527,0.48,4,-9.61,1,0.028,0.334,0,0.0702,0.706,139.388,120853,4,0,0,0,7,23,89,11,6,9
Don't Let The Rain Come Down,SERENDIPITY SINGERS,2/29/64,90,6,14,13,155131,0.691,0.459,2,-9.807,1,0.245,0.379,0,0.118,0.81,129.608,163600,4,0,0,0,0,0,13,0,1,1
The Way You Do The Things You Do,UB40,9/15/90,100,6,25,44,6597967,0.865,0.414,5,-13.256,0,0.168,0.225,0.00159,0.0425,0.937,80.852,182467,4,0,0,0,0,4,73,2,1,0
Needles And Pins,SMOKIE,9/17/77,87,68,5,43,4784032,0.683,0.728,9,-11.473,1,0.0284,0.0169,0,0.0416,0.767,122.013,167360,4,0,0,0,0,0,60,0,0,2
Do You Want To Know A Secret,BEATLES,3/28/64,78,2,11,54,1065309,0.673,0.349,4,-12.414,1,0.0368,0.608,0,0.38,0.609,124.451,117013,4,0,0,0,7,23,89,11,6,9
Dead Man's Curve,JAN AND DEAN,3/7/64,78,8,14,40,106576,0.459,0.703,6,-9.578,1,0.041,0.677,0.000707,0.0815,0.904,133.5,151160,4,0,0,0,0,0,45,1,2,8
Stay,ZEDD &amp; ALESSIA CARA,3/18/17,28,7,31,80,298679263,0.457,0.627,5,-5.091,0,0.111,0.238,0,0.116,0.554,101.384,210091,4,1,0,0,1,1,86,0,1,0
You're A Wonderful One,MARVIN GAYE,3/14/64,81,15,10,23,69645,0.642,0.457,10,-9.827,1,0.0348,0.803,0,0.113,0.814,84.366,164960,4,0,0,1,2,12,78,2,9,17
Fun Fun Fun,BEACH BOYS,2/8/64,116,5,12,45,2152409,0.517,0.796,3,-6.313,1,0.0341,0.195,0,0.097,0.97,155.532,138907,4,0,0,1,0,4,76,1,7,11
Money,GLADYS KNIGHT AND THE PIPS,8/30/75,81,50,7,22,1843,0.661,0.813,0,-7.688,1,0.0339,0.164,2.96E-05,0.0527,0.804,100.697,313080,4,0,0,0,7,22,61,1,6,25
Ain't Nothing You Can Do,BOBBY BLAND,3/7/64,89,20,9,21,23985,0.569,0.602,11,-9.733,1,0.164,0.196,0,0.372,0.955,116.565,148400,4,0,0,1,0,0,54,0,0,19
Dawn,DAVID ROCKINGHAM TRIO,10/26/63,128,62,10,13,4912,0.379,0.0638,7,-20.373,1,0.0483,0.983,0.869,0.0921,0.191,142.158,338907,4,0,0,0,0,0,57.77835159,0,0,1
Bits & Pieces,DAVE CLARK FIVE,3/28/64,103,4,12,2,3209880,0.76,0.681,0,-8.537,1,0.0319,0.0374,1.04E-05,0.0982,0.962,143.044,119652,4,0,0,0,0,1,57.77835159,1,2,4
That's The Way Boys Are,LESLEY GORE,3/28/64,72,12,9,21,297435,0.515,0.603,1,-6.452,1,0.0338,0.745,0,0.0902,0.72,125.223,135600,4,0,0,0,0,3,54,1,2,14
Hippy Hippy Shake,GEORGIA SATELLITES,10/22/88,88,45,14,27,65499,0.293,0.917,4,-5.139,1,0.0525,0.00215,2.35E-06,0.143,0.847,144.023,107333,4,0,0,0,0,1,48,0,1,2
Think,JIMMY McCRACKLIN,10/9/65,114,95,10,5,18203,0.458,0.513,0,-11.46,1,0.0372,0.391,0,0.358,0.929,131.584,153307,1,0,0,0,0,0,28,0,0,3
White On White,DANNY WILLIAMS,3/7/64,81,9,14,16,179322,0.651,0.537,0,-7.944,1,0.026,0.854,0,0.304,0.746,112.825,138787,4,0,0,0,2,2,28,0,1,0
Hey Bobba Needle,CHUBBY CHECKER,3/14/64,84,23,9,13,101852,0.493,0.786,4,-6.426,1,0.27,0.749,0,0.365,0.679,184.425,136500,4,0,0,0,1,1,56,1,4,20
Nadine,CHUCK BERRY,2/29/64,116,23,11,34,3180633,0.708,0.676,5,-10.934,0,0.0382,0.77,0.00017,0.093,0.967,141.137,153400,4,0,0,1,0,0,71,1,1,8
Hi Heel Sneakers,JERRY LEE LEWIS,10/31/64,122,91,5,27,19158,0.525,0.701,5,-9.881,1,0.039,0.299,0.242,0.849,0.691,135.708,494200,4,0,0,1,1,3,57.77835159,0,0,6
Java,FLOYD CRAMER,12/29/62,86,49,11,11,4590,0.519,0.644,2,-11.735,1,0.0344,0.625,0.523,0.0962,0.967,88.814,121827,4,0,0,0,0,7,41,0,2,3
The Matador,JOHNNY CASH,10/12/63,131,44,9,24,94081,0.291,0.548,9,-11.032,1,0.0418,0.525,0.00917,0.237,0.596,154.984,164107,4,0,0,1,0,1,80,0,1,27
Tell It On The Mountain,"PETER, PAUL AND MARY",3/7/64,82,33,7,17,111301,0.619,0.261,2,-10.632,1,0.0357,0.757,0,0.259,0.658,116.379,178240,4,0,0,0,0,0,56,1,5,8
Kissin' Cousins,ELVIS PRESLEY,2/22/64,63,12,9,24,976731,0.609,0.645,6,-8.493,1,0.0433,0.601,0,0.513,0.962,84.863,131440,4,0,0,1,3,14,82,2,13,48
Ebb Tide,ROY HAMILTON,11/30/59,111,105,3,5,241030,0.271,0.116,1,-16.91,1,0.0327,0.918,0.00322,0.122,0.13,104.968,159400,4,0,0,0,0,0,31,0,0,0
The New Girl In School,JAN &amp; DEAN,3/14/64,126,37,9,28,181864,0.548,0.766,6,-10.862,1,0.0509,0.608,0,0.0923,0.967,134.4,147360,4,0,0,0,0,0,45,0,2,5
I Saw Her Standing There,BEATLES,2/1/64,117,14,12,58,6525288,0.491,0.801,4,-9.835,1,0.0361,0.27,0,0.0665,0.971,160.109,173947,4,0,0,0,7,23,89,11,6,9
We Love You Beatles,CAREFREES,3/14/64,107,39,6,2,58903,0.411,0.649,6,-8.4,1,0.0342,0.193,0,0.89,0.932,125.606,142333,4,0,0,0,0,0,0,0,0,1
Blue Winter,CONNIE FRANCIS,2/15/64,71,24,9,16,73039,0.446,0.436,11,-8.699,1,0.0282,0.768,0,0.062,0.573,101.427,148533,4,0,0,0,0,0,56,2,11,19
It Hurts Me,BOBBY GOLDSBORO,9/3/66,95,70,5,9,845,0.652,0.549,9,-13.225,1,0.0385,0.198,2.02E-06,0.052,0.844,131.813,155693,4,0,0,0,0,4,48,0,1,17
Shangri-La,STEVE MILLER BAND,10/6/84,74,57,6,7,24894,0.799,0.328,9,-14.612,1,0.0425,0.0302,0.00263,0.0944,0.879,124.838,304600,4,0,0,0,0,0,71,0,0,6
Navy Blue,DIANE RENAY,1/18/64,114,6,13,22,274003,0.669,0.832,9,-8.73,0,0.0742,0.275,0,0.101,0.962,137.674,150840,4,0,0,0,0,0,16,0,1,1
Rip Van Winkle,DEVOTIONS,2/1/64,110,36,11,6,69274,0.589,0.599,11,-7.174,1,0.0942,0.715,0.000469,0.358,0.814,91.146,141360,4,0,0,0,0,0,3,0,0,1
I Love You More And More Every Day,AL MARTINO,1/25/64,124,9,12,10,193635,0.476,0.219,8,-13.406,1,0.0296,0.492,0,0.201,0.595,103.496,135333,4,0,0,0,0,0,57.77835159,0,2,19
Hey Jean Hey Dean,DEAN &amp; JEAN,2/22/64,88,32,8,4,59677,0.631,0.666,2,-10.68,1,0.0539,0.572,0,0.338,0.671,133.132,155827,4,0,0,0,0,0,10,0,0,1
My Heart Cries For You,RAY CHARLES,2/22/64,107,38,8,0,75829,0.301,0.72,4,-4.243,1,0.0374,0.158,7.70E-06,0.0782,0.317,149.643,226293,4,0,0,1,17,37,57.77835159,2,6,18
You Can't Do That,NILSSON,8/26/67,127,122,2,24,118909,0.453,0.287,7,-12.545,1,0.0398,0.804,0,0.155,0.905,204.328,138853,4,0,0,0,0,0,63,0,1,5
I Can't Stand It,ERIC CLAPTON,2/28/81,63,10,17,28,2016226,0.856,0.735,9,-7.643,0,0.0352,0.144,0.41,0.0851,0.747,120.474,248413,4,0,0,0,0,4,78,1,4,12
All My Loving,THE CHIPMUNKS,11/7/64,134,134,1,57,42555,0.416,0.563,1,-8.724,0,0.0298,0.207,0,0.343,0.9,77.56,127853,4,0,0,0,0,0,57.77835159,0,0,0
From Me To You,THE BEATLES,2/22/64,120,41,8,53,603902,0.581,0.821,0,-4.387,1,0.0318,0.507,0,0.108,0.968,136.145,116160,4,0,0,0,7,23,57.77835159,3,3,10
Wish Someone Would Care,IRMA THOMAS,3/28/64,90,17,12,25,337546,0.397,0.435,7,-12.1,1,0.0327,0.436,5.37E-05,0.429,0.398,163.912,140840,3,1,0,0,1,4,54,0,0,5
Make Me Forget,BOBBY RYDELL,3/28/64,82,43,6,0,35256,0.355,0.861,6,-5.942,1,0.206,0.146,0,0.279,0.743,170.443,140000,4,0,0,0,0,0,44,0,5,15
I'll Make You Mine,BOBBY VEE,2/22/64,93,52,8,11,5354,0.271,0.559,2,-9.751,0,0.05,0.86,0,0.437,0.725,76.309,144267,4,0,0,0,0,0,55,1,4,15
Castles In The Sand,LITTLE STEVIE WONDER,2/29/64,93,52,9,11,44861,0.435,0.899,4,-6.015,0,0.0831,0.704,2.11E-05,0.583,0.532,119.636,133200,4,0,0,1,0,0,80,1,0,2
Ronnie,FOUR SEASONS,4/11/64,59,6,10,0,842881,0.518,0.535,4,-11.756,0,0.0335,0.384,1.68E-05,0.161,0.352,82.141,233693,4,0,0,0,0,2,57.77835159,2,2,7
Thank You Girl,BEATLES,4/4/64,79,35,7,33,64963,0.553,0.71,2,-10.492,1,0.0314,0.449,1.19E-06,0.0989,0.972,137.717,123600,4,0,0,0,7,23,89,11,6,9
Baby Baby Baby,ANNA KING &amp; BOBBY BYRD,3/28/64,107,52,7,46,8281,0.521,0.476,11,-8.084,0,0.0424,0.761,0.00302,0.137,0.253,139.878,205520,4,0,0,0,0,0,40,0,0,1
Book Of Love,BOBBY BARE,5/29/61,106,106,1,20,778,0.485,0.633,2,-8.705,1,0.0475,0.576,7.29E-06,0.36,0.814,148.928,129507,4,0,0,0,1,6,52,0,1,5
Giving Up On Love,JERRY BUTLER,3/28/64,109,56,7,16,168824,0.468,0.536,7,-8.71,0,0.0289,0.943,8.17E-05,0.742,0.599,90.748,156160,4,0,0,0,0,2,47,0,2,20
Our Everlasting Love,RUBY AND THE ROMANTICS,2/29/64,121,64,9,0,12167,0.417,0.547,10,-6.857,1,0.0404,0.817,0,0.147,0.546,107.932,144800,4,0,0,0,0,0,27,0,0,5
Congratulations,POST MALONE featuring QUAVO,1/21/17,90,8,43,88,559285979,0.627,0.812,6,-4.215,1,0.0358,0.198,0,0.212,0.504,123.071,220293,4,0,0,0,0,0,100,0,1,0
Can You Do It,GRAND FUNK RAILROAD,8/14/76,82,45,7,9,8407,0.527,0.884,0,-6.876,1,0.0794,0.00768,0,0.869,0.897,148.194,197693,4,0,0,0,0,0,61,0,0,6
Charade,THE BEE GEES,11/16/74,107,103,5,15,87861,0.418,0.283,8,-15.727,1,0.0339,0.395,3.20E-05,0.121,0.119,76.686,255745,4,0,0,1,0,0,77,2,2,16
Pink Panther Theme,HENRY MANCINI,4/4/64,80,31,8,40,22988254,0.595,0.0711,0,-15.783,1,0.0372,0.567,0.035,0.118,0.128,115.457,161600,4,0,0,1,20,72,58,0,0,3
You Lied To Your Daddy,THE TAMS,3/21/64,88,70,5,3,18601,0.782,0.371,10,-14.501,1,0.0639,0.597,0,0.311,0.828,120.851,133800,4,0,0,0,0,0,35,0,1,6
There's A Place,THE BEATLES,4/25/64,120,120,1,44,273002,0.455,0.582,4,-10.009,1,0.0292,0.629,4.22E-06,0.172,0.927,140.928,110493,4,0,0,0,7,23,57.77835159,3,3,10
I Should Care,GLORIA LYNNE,4/4/64,82,64,5,0,7166,0.179,0.429,7,-7.452,1,0.033,0.961,0.097,0.327,0.0961,166.529,178800,4,0,0,0,0,0,29,0,0,1
Sha-La-La,MANFRED MANN,11/14/64,71,12,12,28,139245,0.36,0.838,5,-4.208,1,0.0395,0.521,0,0.861,0.868,144.78,151693,4,0,0,0,0,0,56,1,0,2
Kiss Me Sailor,DIANE RENAY,3/28/64,122,29,13,8,127745,0.563,0.783,8,-7.371,1,0.0605,0.55,0,0.129,0.904,135.071,166413,4,0,0,0,0,0,16,0,1,1
It's All Right,THE IMPRESSIONS,9/28/63,86,4,14,38,675327,0.549,0.423,1,-12.319,1,0.237,0.532,0,0.263,0.749,108.318,173360,4,0,0,0,0,0,55,0,1,15
(The Best Part Of) Breakin' Up,RONETTES,4/4/64,98,39,8,35,188524,0.49,0.729,2,-9.046,1,0.0481,0.403,0.00259,0.124,0.546,105.273,184347,4,0,0,0,0,0,65,0,0,2
Love Me Do,BEATLES,4/11/64,81,1,14,58,957679,0.52,0.829,0,-6.228,1,0.0806,0.386,6.20E-05,0.227,0.744,147.997,141693,4,0,0,0,7,23,89,11,6,9
In My Lonely Room,MARTHA AND THE VANDELLAS,4/11/64,83,44,6,18,105444,0.29,0.88,0,-3.13,1,0.0657,0.639,8.07E-05,0.179,0.582,160.387,150267,4,0,0,0,0,0,62,0,4,8
Soul Serenade,KING CURTIS,3/7/64,93,51,13,8,103321,0.514,0.267,1,-16.208,1,0.0293,0.41,0.688,0.0826,0.773,91.44,177360,4,0,0,0,0,1,44,0,0,3
That's When It Hurts,BEN E. KING,3/21/64,127,63,9,0,163216,0.36,0.369,4,-11.036,1,0.0295,0.302,0,0.416,0.525,170.024,193533,3,0,0,0,0,0,69,0,1,13
(Just Like) Romeo & Juliet,REFLECTIONS,4/11/64,86,6,12,24,1253968,0.773,0.863,3,-9.321,1,0.0356,0.205,0.586,0.188,0.976,145.384,127893,4,0,0,0,0,0,18,0,1,0
Cotton Candy,AL HIRT,4/11/64,87,15,12,17,27195,0.675,0.671,3,-11.626,1,0.0471,0.394,0.941,0.114,0.966,148.156,134200,4,0,0,0,1,8,41,0,0,5
Somebody Stole My Dog,RUFUS THOMAS,4/11/64,91,86,3,23,10843,0.725,0.498,1,-9.606,1,0.0393,0.292,2.47E-05,0.0387,0.827,115.77,159773,4,0,0,0,2,3,47,0,1,7
Tall Cool One,WAILERS,4/4/64,108,38,11,5,73343,0.552,0.378,7,-14.919,1,0.0323,0.402,0.258,0.0781,0.936,130.18,156840,4,0,0,0,0,0,38,0,0,2
When Joanna Loved Me,TONY BENNETT,3/14/64,101,94,7,16,90909,0.217,0.178,5,-12.681,0,0.0362,0.908,0,0.125,0.104,175.771,184507,3,0,0,1,18,34,70,0,0,15
People,THE TYMES,11/9/68,107,39,9,5,9384,0.487,0.677,0,-8.743,1,0.0375,0.755,0,0.291,0.632,106.139,187653,4,0,0,0,0,0,36,1,1,4
Love Me With All Your Heart,RAY CHARLES SINGERS,4/11/64,99,3,15,13,232784,0.307,0.522,9,-10.226,0,0.0374,0.809,0,0.0765,0.654,200.596,140480,3,0,0,1,17,37,41,0,1,2
Diane,BACHELORS,4/4/64,113,10,15,15,334087,0.447,0.468,3,-10.151,1,0.0314,0.647,0,0.178,0.439,129.977,152373,4,0,0,0,0,0,35,0,1,2
If You Love Me (Like You Say),LITTLE JOHNNY TAYLOR,4/11/64,103,101,6,1,13544,0.837,0.676,5,-8.114,1,0.0492,0.419,0.0262,0.1,0.965,117.504,181640,4,0,0,0,0,1,57.77835159,0,0,2
Hey Mr. Sax Man,BOOTS RANDOLPH,4/4/64,99,77,7,2,39697,0.796,0.818,9,-10.078,0,0.0881,0.526,0.892,0.376,0.966,137.52,142467,4,0,0,0,0,2,33,0,0,2
We'll Never Break Up For Good,PAUL AND PAULA,4/4/64,117,105,3,0,611,0.512,0.248,0,-10.758,1,0.0268,0.893,6.70E-05,0.45,0.485,105.464,135253,3,0,0,0,0,0,28,1,1,2
The Wonder Of You,RAY PETERSON,4/4/64,107,70,6,25,716441,0.339,0.376,5,-10.271,1,0.0299,0.803,2.58E-06,0.175,0.263,111.219,155707,4,0,0,0,0,0,38,0,2,4
Stand By Me,MAURICE WHITE,8/31/85,88,50,13,27,28226,0.77,0.77,11,-9.34,0,0.0313,0.0767,1.21E-05,0.266,0.961,118.268,249640,4,0,0,0,7,22,32,0,0,1
Shout,TEARS FOR FEARS,6/15/85,66,1,19,59,33189284,0.511,0.938,0,-10.365,1,0.0433,0.175,3.29E-05,0.15,0.473,97.915,393667,4,1,0,0,0,0,73,2,2,4
Whenever He Holds You,BOBBY GOLDSBORO,4/11/64,112,39,9,18,27919,0.648,0.242,0,-15.604,1,0.028,0.57,2.43E-05,0.11,0.237,107.06,139680,4,0,0,0,0,4,48,0,1,17
Oh Boy,CAM'RON featuring JUELZ SANTANA,4/20/02,77,4,21,60,22849397,0.75,0.771,11,-5.623,1,0.21,0.0287,0,0.109,0.822,83.064,204707,4,0,0,0,0,0,57.77835159,0,1,0
Party Girl,BERNADETTE CARROLL,4/11/64,115,47,14,6,74174,0.502,0.756,9,-9.727,1,0.0531,0.829,0.188,0.0846,0.769,123.343,139440,4,0,0,0,0,0,19,0,0,1
How Blue Can You Get,B.B. KING,3/28/64,97,97,4,44,4366969,0.543,0.463,7,-10.576,1,0.114,0.543,2.09E-05,0.745,0.675,105.566,214960,3,0,0,1,0,0,69,0,0,22
Grease Monkey,BROTHER JACK McDUFF,5/2/64,125,125,1,1,2102,0.627,0.78,0,-7.554,1,0.0388,0.12,0.576,0.631,0.934,104.232,143733,4,0,0,0,0,0,36,0,0,1
Where Are You,DINAH WASHINGTON,5/19/62,72,36,12,20,187404,0.498,0.158,0,-9.84,0,0.028,0.957,0.000438,0.272,0.153,69.641,132520,4,0,0,0,1,1,61,0,1,11
Today,BRAD PAISLEY,10/29/16,70,70,1,63,9520239,0.347,0.632,2,-6.998,1,0.0381,0.539,0.00226,0.121,0.285,74.257,229338,3,0,0,0,3,18,74,0,0,33
A Thousand Miles Away,THE HEARTBEATS,10/17/60,115,96,4,42,185666,0.507,0.255,7,-11.857,1,0.0651,0.854,0,0.172,0.438,97.231,146173,3,0,0,0,0,0,38,0,0,1
All You Had To Do (Was Tell Me),CHRIS MONTEZ,4/7/62,108,108,1,27,95582,0.602,0.315,1,-9.582,0,0.0245,0.819,4.81E-05,0.0815,0.461,98.493,141440,3,0,0,0,0,0,46,0,1,2
Our Faded Love,THE ROYALTONES,4/11/64,126,103,6,1,4433,0.17,0.408,3,-7.967,1,0.0318,0.616,0.352,0.607,0.338,84.053,175040,3,0,0,0,0,0,10,0,0,0
Gee,GEORGE HAMILTON IV,8/3/59,99,73,7,19,6815,0.606,0.944,7,-5.768,1,0.0657,0.000226,0.887,0.0494,0.376,138.011,480048,4,0,0,0,0,1,57.77835159,0,0,2
Some Things Are Better Left Unsaid,DARYL HALL &amp; JOHN OATES,3/16/85,55,18,13,28,300366,0.714,0.748,9,-8.009,0,0.0304,0.0441,2.63E-05,0.0683,0.576,118.845,326560,4,0,0,0,0,6,77,4,9,13
Just One Look,DORIS TROY,6/1/63,122,10,15,43,1697603,0.856,0.436,5,-15.419,1,0.0419,0.735,0.00193,0.125,0.944,107.967,151907,4,4,0,0,0,0,39,0,1,0
Why,ANNIE LENNOX,5/16/92,100,34,20,57,23188269,0.531,0.471,0,-9.267,1,0.0236,0.28,6.22E-05,0.133,0.119,90.941,293838,4,1,0,0,4,15,66,0,0,3
Puppet On A String,ELVIS PRESLEY,11/6/65,113,14,11,29,1198014,0.429,0.114,6,-20.639,1,0.0387,0.919,8.98E-05,0.108,0.406,99.575,160000,4,0,0,1,3,14,82,2,13,48
Let It Be,JOAN BAEZ,11/13/71,99,49,8,30,79851,0.397,0.219,2,-13.534,1,0.0307,0.772,0,0.145,0.281,111.58,216000,4,0,0,1,0,8,58,0,1,8
ABC,JACKSON FIVE,3/14/70,41,1,13,62,22866310,0.736,0.689,8,-11.781,1,0.0437,0.523,0.000319,0.123,0.95,93.781,177733,4,0,0,0,0,0,74,2,2,1
